NOWAK
TRZECIAK
SKOWRONEK
AUGUSTYN
WYSZYŃSKA
KOTOWSKA
JANUSZEWSKA
ADAMOWICZ
GŁOGOWSKA
CHMURA
LENART
BUCZYŃSKA
NIEDZIELSKA
ZDUNEK
PIECHOTA
SALAMON
ŻUK
KITA
ADAMIAK
ZIĘTEK
KANIEWSKA
MROZEK
MAŚLANKA
KOBUS
DRABIK
STOLARSKA
BANASIK
KOPER
WYPYCH
WARCHOŁ
BĄKOWSKA
BUDZYŃSKA
PRZYBYŁ
KOŁAKOWSKA
JAGIELSKA
KOGUT
DRÓŻDŻ
SOŁTYSIAK
NIEDŹWIECKA
PILCH
KAWA
GORCZYCA
TOKARZ
BUCZKOWSKA
MALIK
GRZESIK
ROBAK
RUDZIŃSKA
MIŚKIEWICZ
PORĘBSKA
CHUDZIK
KIEŁBASA
MARCHEWKA
KŁOSOWSKA
STAŃCZAK
KALISZ
SOJKA
JARZĄBEK
BIAŁKOWSKA
MACIĄG
KASPEREK
URBANEK
DĄBKOWSKA
CZERNIAK
JURCZAK
PIŁAT
CZEKAJ
BALCERZAK
GADOMSKA
BARTNIK
CICHA
GŁĄB
FRĄTCZAK
JAROS
STACHURSKA
WIĄCEK
GOLEC
KORZENIOWSKA
URBANOWICZ
TRACZ
KUŹMA
KUCIŃSKA
OLCZYK
WOLIŃSKA
BŁASZCZAK
SURMA
PIETRUSZKA
OSSOWSKA
PAWLICKA
SZELĄG
ZABŁOCKA
ŻYŁA
MOSKAL
STACHOWICZ
ALEKSANDROWICZ
RUDZKA
RYBARCZYK
KOPACZ
KOS
PIOTROWICZ
BIELSKA
BUDZIŃSKA
RYŚ
GRUDZIEŃ
SZYMKOWIAK
PRUS
KOSOWSKA
RADECKA
KOSTECKA
ŚLĘZAK
MILLER
WOJTKOWIAK
MAGIERA
MACKIEWICZ
LESIAK
GRZEŚKOWIAK
WOŹNICA
RUDNIK
WARZECHA
KULIŃSKA
BIELIŃSKA
KAWECKA
SOBAŃSKA
KUJAWSKA
JURCZYK
HERMAN
NAPIERAŁA
SĘK
TRELA
KOZIK
WOJTASIK
FURMAN
SOBOTA
PELC
TOMASIK
SEKUŁA
KRAKOWSKA
KMIEĆ
SZUBA
STAWICKA
GRUDZIŃSKA
KRASOWSKA
OLEKSY
POGORZELSKA
WOŁOSZYN
PEŁKA
WOLNA
SKORUPA
ROMAN
ŚMIGIELSKA
GUT
ŚWIĄTKOWSKA
MIERZWA
PIWOWARSKA
SZWARC
BISKUP
BANASZEK
IZDEBSKA
HOFFMANN
KRUCZEK
RATAJCZYK
LITWIN
ŁUKASZEWICZ
KAWKA
JUSZCZYK
KRUKOWSKA
ROSZAK
NIEDZIELA
WERNER
STUDZIŃSKA
MAKUCH
LORENC
PIĘTKA
ŚWIDER
MAŃKA
ROSZKOWSKA
WIŚNIOWSKA
DUSZYŃSKA
SZAREK
KRÓLAK
SIWIEC
POLAŃSKA
JÓŹWIK
LISZKA
KARCZ
SCHMIDT
JEZIORSKA
SZOT
WRZESIŃSKA
KWIATEK
PAPROCKA
ROŻEK
JAKUBCZYK
BOGACZ
BURY
BOBROWSKA
ŻUCHOWSKA
ADAMIEC
KNAP
NOWIŃSKA
KRASZEWSKA
KORZENIEWSKA
SIDOR
TUROWSKA
DROŻDŻ
FILIP
RUSEK
KORCZAK
KOSMALA
GRABARCZYK
WOŹNA
GACEK
WOJDA
GRODZKA
MIELCAREK
TKACZ
KRUSZYŃSKA
WACH
BOGDAŃSKA
LANGE
KUSIAK
PASZKIEWICZ
RZEPECKA
GRZYBEK
KUKLA
BORYS
LEWIŃSKA
GOLA
KĘDZIOR
MAŁKOWSKA
ROGOZIŃSKA
ŚPIEWAK
WAGNER
JAKUBIEC
SZOPA
RYBKA
SZELIGA
TOKARCZYK
ŚLEDŹ
KOZAKIEWICZ
ROMANIUK
SZKUDLAREK
JANCZAK
LIPIEC
OLECH
WOJTOWICZ
SZYMANEK
PERKOWSKA
GĄSIOREK
ROMAŃSKA
DUTKIEWICZ
KAPUŚCIŃSKA
SKONIECZNA
GŁADYSZ
BILIŃSKA
WASIELEWSKA
STASZAK
KURZAWA
AMBROZIAK
DYMEK
BARTOSZEK
RACZKOWSKA
RADZISZEWSKA
FLAK
RESZKA
MAZIARZ
MAJKOWSKA
ADAMCZEWSKA
PUCHAŁA
POTOCKA
KONARSKA
PISAREK
WAJDA
PIECH
BUGAJSKA
WYRZYKOWSKA
DZIKOWSKA
KOKOT
KUPIEC
KAŹMIERSKA
KAROLAK
SZCZUREK
SMOLEŃ
ROKICKA
KULPA
PĘKALA
WRZOSEK
SUCHECKA
BANASZAK
CZARNOTA
KALIŃSKA
PLICHTA
KĘPKA
KAWALEC
SOLECKA
KOCHAŃSKA
FIGURA
JASKULSKA
OLSZAK
BIAŁECKA
SZYMANOWSKA
STOKŁOSA
RODAK
PIECHOCKA
KOKOSZKA
DOLATA
GOLIŃSKA
PIERZCHAŁA
DZIURA
BUGAJ
BALICKA
BRZESKA
FERENC
PASEK
KRAUZE
JAROSZEWSKA
PARADOWSKA
PŁATEK
ZBOROWSKA
SUŁKOWSKA
WOJTASZEK
BRODOWSKA
MĄCZKA
WASZKIEWICZ
BARSZCZ
OSOWSKA
BOJARSKA
DOLIŃSKA
SZCZYGIELSKA
STĘPNIEWSKA
LASEK
BIAŁA
BIELA
KOLASIŃSKA
GÓRALCZYK
GABRYŚ
WEBER
WIELGUS
ŚWIERCZEK
CHROBAK
CICHOSZ
KOSTKA
KEMPA
SZYMANIAK
SMOLAREK
PISZCZEK
MORAWIEC
ZARĘBSKA
WALCZYK
ŁAWNICZAK
OSUCH
WÓJCIAK
SZADKOWSKA
ZIMNA
LACHOWICZ
ORZEŁ
MACH
FIGIEL
SZPAK
GARBACZ
PISKORZ
ĆWIKLIŃSKA
KOPROWSKA
SUDOŁ
TRACZYK
BROŻEK
GRUCA
LOREK
PASZEK
CIOŁEK
GOŁĄBEK
ŁOŚ
WDOWIAK
KOŁODZIEJCZAK
ANTONIAK
ZAPAŁA
BERNAT
GRABSKA
KOZERA
SUROWIEC
WĄSOWSKA
BATOR
GRELA
STACHOWSKA
BARON
MROWIEC
BŁAŻEJEWSKA
MULARCZYK
MYŚLIWIEC
PIĘTA
JAMRÓZ
SALA
GLIŃSKA
OŻÓG
BURDA
DOBRZAŃSKA
KOCHANOWSKA
FILIPCZAK
MODRZEJEWSKA
ŚWITAŁA
GALIŃSKA
WACHOWIAK
OLEŚ
CZAPLIŃSKA
ZAWISZA
BUREK
PÓŁTORAK
MATUSIK
NADOLSKA
GAJ
WINNICKA
GAŁECKA
JEDYNAK
ZASADA
BŁOŃSKA
NIEZGODA
FRANCZAK
BARTOSIEWICZ
KULIKOWSKA
PLEWA
KOZYRA
ZAWISTOWSKA
GAZDA
GRYGIEL
CZUBA
OKOŃ
KAZIMIERCZAK
MUSIOŁ
ŁACH
BARTNICKA
TYMIŃSKA
NALEPA
SZUBERT
JASKÓLSKA
WALIGÓRA
KRASKA
SOBOCIŃSKA
KAPICA
BERNACKA
IWANOWSKA
MAJDA
KOŚCIELNIAK
SZCZEPANEK
SZWEDA
KOSTRZEWSKA
WŁOCH
FRANKIEWICZ
BIEL
MIECZKOWSKA
WIELGOSZ
PIETRZYKOWSKA
KOZICKA
KLIMAS
TUSZYŃSKA
KRÓLIK
STENCEL
MATCZAK
BIEŃ
KLIMASZEWSKA
SARNOWSKA
SKWAREK
MARCZEWSKA
PRZYBYSZEWSKA
GAJEK
SITKO
DOMAGALSKA
GOŁASZEWSKA
PASTUSZKA
SKORUPSKA
BOROŃ
ĆWIK
DUSZA
MIŚ
RÓG
JANECZEK
MŁYNARSKA
OZGA
DRĄG
PANASIUK
DANIEL
GALAS
NADOLNA
SŁOMIŃSKA
JACKIEWICZ
WISZNIEWSKA
BŁASZKIEWICZ
PODSIADŁO
OGÓREK
IWANICKA
LEMAŃSKA
SOBCZYŃSKA
WCISŁO
WILCZEWSKA
BOGDAN
SPYCHAŁA
KRAUSE
STRZAŁKOWSKA
ANTKOWIAK
GAŁUSZKA
NYCZ
RYBIŃSKA
SEWERYN
RYCHLIK
TURSKA
NEUMANN
ZAWIŚLAK
PIEŃKOWSKA
KŁOSIŃSKA
RADWAŃSKA
MACHNIK
GÓRALSKA
MIKUŁA
MAKAREWICZ
NOSAL
KORNACKA
RYBA
WYDRA
LUDWICZAK
SŁOMKA
RUMIŃSKA
KASPERSKA
RADZIKOWSKA
KOŁACZ
ZALESKA
BARTKOWSKA
BOJANOWSKA
SZAFRAN
ŁUGOWSKA
WALAS
KLUSKA
TABOR
ZIOMEK
RYBACKA
DUDKIEWICZ
LEWCZUK
FURTAK
ROKITA
MISZCZAK
BUDA
MARCINKIEWICZ
CZUBAK
PILARCZYK
BRYŁA
MIREK
GUZ
DĘBICKA
ŚLIWKA
BACZYŃSKA
GROBELNA
CZERWONKA
CHOJECKA
CIEŚLIŃSKA
STOPA
SOBOŃ
GIZA
KALITA
JOŃCZYK
ŚWIERCZ
NAPIÓRKOWSKA
DREWNIAK
SZOSTEK
WACHOWSKA
DWORAK
KOBYLIŃSKA
WILIŃSKA
WNĘK
KALBARCZYK
MIZERA
ZATORSKA
IWANIUK
KĄKOL
CYRAN
WĘGLARZ
KREFT
MACHOWSKA
PATER
OSIECKA
BOROWIAK
RĄCZKA
CZAPSKA
PIWOWAR
TOPOLSKA
MASTALERZ
SMYK
OSTASZEWSKA
CHYLIŃSKA
KULAS
KOZIŃSKA
ŁUCZYŃSKA
MARKOWICZ
KLONOWSKA
KARASIŃSKA
PISARSKA
CZAPIEWSKA
GĄSKA
KRASUSKA
TARKA
SZMIDT
KOMAR
ZIEMBA
FRYDRYCH
PLUCIŃSKA
WASZAK
MIKOŁAJEWSKA
GREGORCZYK
TRZASKA
DAWID
GWIAZDA
MILER
RYDZEWSKA
MOTYL
KLEIN
MALCZEWSKA
BADURA
CABAN
JAKUBCZAK
PYKA
DYLEWSKA
MATUSZCZAK
KUNICKA
KONIECZNY
MOSKWA
SZEWCZUK
OLENDER
PIEKARZ
SAKOWSKA
WIDERA
IWAN
KONDRACKA
DUL
WIERZCHOWSKA
TRUSZKOWSKA
KIELAR
BOGACKA
FABISIAK
SITARZ
POPIOŁEK
SZAFRANIEC
SUCHOCKA
SIUDA
CZAPLICKA
GRZEGORZEWSKA
ZAŁĘSKA
KULIGOWSKA
SOSIŃSKA
MACIASZEK
SZLACHTA
CHRUŚCIEL
STARZYŃSKA
KRAWCZYŃSKA
MIROWSKA
BORECKA
WOLNY
WOJNOWSKA
GĄDEK
KUSZ
KARBOWSKA
PAJOR
BOGDANOWICZ
KOTARSKA
SĘKOWSKA
WĄSOWICZ
PORĘBA
RAKOCZY
STAROŃ
SAGAN
JARECKA
BABIARZ
SZNAJDER
WIATR
BOROWIECKA
JELEŃ
MROZIŃSKA
BORUCKA
NOWOSIELSKA
KRZAK
NIEDŹWIEDŹ
CYWIŃSKA
LACHOWSKA
SZCZOTKA
BOROWICZ
BIEGAŃSKA
KLOC
MAŁOLEPSZA
NOCOŃ
MATYJA
TROJAN
SYNOWIEC
PRZYGODA
CHOWANIEC
DAWIDOWICZ
DAWIDOWSKA
STRZELEC
BLOCH
MAJER
JEŻ
TRAWIŃSKA
KUPCZYK
ZDANOWICZ
KURKOWSKA
OLEKSIAK
BARCZYK
KARWACKA
KOSIOREK
MIELNIK
GROMEK
HOFMAN
MADEJSKA
GAJOS
WOJTKOWSKA
WOJDYŁA
ŁUKOMSKA
OGRODNIK
RUSINEK
WOJNAROWSKA
POZNAŃSKA
WOLAŃSKA
BĄCZEK
PODOLSKA
OLESIŃSKA
GANCARZ
ROZMUS
WIERZBOWSKA
ADAMKIEWICZ
MATEJA
BOCHEŃSKA
KĘPIŃSKA
PACIOREK
TOBIASZ
KUDŁA
RUSZKOWSKA
ZDROJEWSKA
KOCH
JANKIEWICZ
KOCUR
JEŻEWSKA
DZIĘCIOŁ
ŁYSIAK
OGONOWSKA
ĆWIEK
MISIEWICZ
KUNA
WOŹNICKA
KUTA
GOLONKA
PIENIĄŻEK
JAROCKA
JÓZEFOWICZ
SARNA
KUŁAKOWSKA
SUCHODOLSKA
KISIELEWSKA
BOGUSŁAWSKA
SAMBORSKA
BARTOSIAK
KLIŚ
STACH
PŁACZEK
KOSSAKOWSKA
KWAŚNIAK
HAŁAS
KARPOWICZ
POKORSKA
TARKOWSKA
SOBKOWIAK
SROCZYŃSKA
KUBALA
ANIOŁ
MĄKA
RATAJ
BAŃKOWSKA
KOTOWICZ
KRASOŃ
DZIĘGIELEWSKA
JELONEK
KOSIOR
KUŹMIŃSKA
POŚPIECH
ZWIERZCHOWSKA
ABRAMOWICZ
DEPTUŁA
STAWSKA
FLORCZYK
KORCZYŃSKA
SZUMSKA
GUZEK
JACH
MYSZKA
SAJDAK
WALKIEWICZ
BIELICKA
GŁOWACZ
RYBCZYŃSKA
PIECHOWIAK
MROZIK
POPEK
GLINKA
ROGUSKA
PAWŁOWICZ
PTASZYŃSKA
KAWCZYŃSKA
WĄS
BAŁDYGA
FILIPOWSKA
KRASIŃSKA
MĄDRA
MYSZKOWSKA
BAJOR
GÓRZYŃSKA
ZAJDEL
OLESZCZUK
BOCIAN
WYSOKIŃSKA
ZAJKOWSKA
ŁĄCKA
PANKOWSKA
PISKORSKA
PUZIO
KASPROWICZ
PIRÓG
ZIAJA
CAŁKA
SIEMIŃSKA
ŻOCHOWSKA
WLAZŁO
BOGUSZEWSKA
MROZOWSKA
ADAMCZUK
JANIKOWSKA
SAWCZUK
MARCZYK
BADOWSKA
MOROZ
SKRZYŃSKA
ŻMIJEWSKA
KICIŃSKA
FRĄCKIEWICZ
TOMASZEK
KULCZYCKA
BANASZKIEWICZ
DYBOWSKA
SKRZYPIEC
TWOREK
DRZAZGA
FORTUNA
JASKUŁA
MARCZUK
GUZOWSKA
WOJEWODA
RACHWAŁ
RZEŹNIK
ŁUKAWSKA
JANIEC
NOSEK
MATUSZEK
SWOBODA
DZIK
SUŁEK
PRZYBYŁEK
WINKLER
STANKOWSKA
GŁUCHOWSKA
CISZEK
KUPIS
RYNKIEWICZ
LISEK
WOJNAR
BĘBEN
KUKLIŃSKA
DOMINIK
NYKIEL
SŁOTA
JAKUBIK
ANDRZEJAK
DURAJ
KUCZERA
KUŹNIAR
STARCZEWSKA
ROLA
SKUPIEŃ
OLEK
DANILUK
CHOLEWIŃSKA
IGNACZAK
KNOP
KOPKA
PACH
POLOK
JODŁOWSKA
ROZWADOWSKA
KUPCZAK
ŻBIKOWSKA
ŁOBODA
ABRAMCZYK
KĘDZIA
MITURA
ŁATA
PAWLACZYK
SPYCHALSKA
DOPIERAŁA
KUŚNIERZ
SŁOWIKOWSKA
KOC
ŁUKASIAK
SOBIERAJSKA
ZADROŻNA
STADNIK
KULKA
FORYŚ
PIASKOWSKA
SOSNA
DEPTA
MACIEJCZYK
MAĆKOWSKA
OZIMEK
GAWŁOWSKA
SOJA
CHOIŃSKA
KOZUB
CISEK
FORNAL
LUBIŃSKA
SIWAK
DĘBIŃSKA
BRYK
ZABIELSKA
CICHY
PRZYBYLAK
ŁUKOWSKA
CZERNIAWSKA
GONDEK
PIWOŃSKA
CELIŃSKA
NIZIOŁEK
JANUSZKIEWICZ
KLIMOWICZ
GAWĘDA
GÓRCZYŃSKA
ROGULSKA
ROWIŃSKA
JAROSIŃSKA
CHUDA
WALICKA
FORMELA
STAWARZ
POŁEĆ
BARTOSZEWICZ
KLIMKIEWICZ
KROK
CABAJ
CHUDY
WIKTOR
GRABIEC
KOŁEK
KRZYŻANIAK
ZIENKIEWICZ
FICEK
PACEK
ĆWIKŁA
KALISZEWSKA
KOBIELA
KRZEMIEŃ
ŁAKOMA
BARCZAK
JANECKA
CZARNOWSKA
SKRZYPCZYK
KAZIMIERSKA
KRYGIER
SZPAKOWSKA
MOSZCZYŃSKA
PAWEŁCZYK
PŁUCIENNIK
WALASEK
WOJTYSIAK
GUTKOWSKA
IDZIKOWSKA
KUBAS
DEMBIŃSKA
GIERSZEWSKA
SOŁTYSIK
BALIŃSKA
SIWIŃSKA
PANKIEWICZ
PŁACHTA
PIECHA
JANOWICZ
KORALEWSKA
GIERCZAK
MIODUSZEWSKA
BUDNIK
KĘDRA
KILIAN
LASKA
BINKOWSKA
POLKOWSKA
SZMYT
PIECUCH
POKORA
HEBDA
KURIATA
LISZEWSKA
SZEWC
WICHER
PAWEŁEK
PŁÓCIENNIK
BIENIAS
FILA
BIŃKOWSKA
KLICH
MAŁACHOWSKA
BARSZCZEWSKA
URBANIK
TERLECKA
OPALIŃSKA
ZDANOWSKA
MOKRZYCKA
CIEŚLAR
KWAPISZ
SEMENIUK
BIEDRZYCKA
ROMAŃCZUK
KLIMCZYK
ŚWIĘCICKA
CHLEBOWSKA
JASIAK
PATYK
SOBALA
POPIEL
ŻACZEK
SKUZA
ŚWITALSKA
CHRZĄSZCZ
CICHOWSKA
KLESZCZ
SKOTNICKA
WIATROWSKA
DOMARADZKA
NIEDBAŁA
SAŁATA
KRZYSZTOFIK
LABUDA
PIEKARCZYK
POŹNIAK
KOSEK
MICKIEWICZ
GIBAS
CICHECKA
PNIEWSKA
BAJER
STAWIARSKA
CHUDZIŃSKA
DRAB
PIECHOWSKA
CHMIELECKA
GAWRYŚ
KACPERSKA
KASIŃSKA
LUPA
SAS
CZOP
WANAT
CZERNIK
PIKUŁA
ŁADA
BĄCZKOWSKA
SOBIECH
RUTA
ŻABIŃSKA
ANDRUSZKIEWICZ
ULATOWSKA
WACHOWICZ
LENARTOWICZ
BASIŃSKA
KOWNACKA
MIŁEK
GOŁDA
KUŁAGA
WALASZCZYK
ORLIŃSKA
PALKA
WILKOWSKA
KOZIKOWSKA
KOŚMIDER
PIETRUCHA
PIWKO
OBARA
SIEŃKO
KOPIEC
